defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
feed price disagreement,feed US2 prices this at $14.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 11x14 / Driftwood / 2 Opening,11x14,Collage Frame,00850038117382,,18.99,no,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255587910
feed price disagreement,feed US2 prices this at $18.99 vs $14.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 11x14 / Walnut / 2 Opening,11x14,Collage Frame,00850038117405,,14.99,no,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255653446
feed price disagreement,feed US2 prices this at $17.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 11x14 with 4x6 mat / Silver / 1 Pack,11x14,Collage Frame,00810029115889,,18.99,no,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255161926
feed price disagreement,feed US2 prices this at $17.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 12x12 with 4x6 mat / White / 4OP,12x12,Collage Frame,00198301010283,,18.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217219838022
feed price disagreement,feed US2 prices this at $18.99 vs $23.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 12x22 with 4x6 mat / Black / 8OP,12x22,Collage Frame,00198301010160,,23.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217219969094
feed price disagreement,feed US2 prices this at $23.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 12x22 with 4x6 mat / White / 8OP,12x22,Collage Frame,00198301010306,,18.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217219936326
feed price disagreement,feed US2 prices this at $16.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 7x16 / White / 2 Opening,7x16,Collage Frame,00198301010368,,18.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217219674182
feed price disagreement,feed US2 prices this at $9.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 7x7 / Black / SGF,7x7,Collage Frame,00850046180699,,18.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255751750
feed price disagreement,feed US2 prices this at $18.99 vs $13.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 8x16 / Driftwood / 3 Opening,8x16,Collage Frame,00850038117221,,13.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255456838
feed price disagreement,feed US2 prices this at $16.99 vs $18.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 8x16 / White / 3 Opening,8x16,Collage Frame,00850038117252,,18.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255555142
feed price disagreement,feed US2 prices this at $18.99 vs $19.99 -- verify before quoting a price,Signature Matted Engineered Wood Collage Frame | Americanflat 8x24 / Walnut / 1 Pack,8x24,Collage Frame,00850038117320,,19.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_45217255325766
feed price disagreement,feed US2 prices this at $6.99 vs $19.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat 14x14 / Black / 1 Pack,14x14,Picture Frame,00791398912210,,19.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45215282692166
feed price disagreement,feed US2 prices this at $6.99 vs $24.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat 14x14 / Black / 2 Pack,14x14,Picture Frame,,,24.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45215282888774
feed price disagreement,feed US2 prices this at $6.99 vs $18.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat 14x14 / Lightwood / 1 Pack,14x14,Picture Frame,00850036047209,,18.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45215282757702
feed price disagreement,feed US2 prices this at $12.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Black / 5x7 / 2Pk,5x7,Picture Frame,,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647759430
feed price disagreement,feed US2 prices this at $14.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Black / 6x8 / 2Pk,6x8,Picture Frame,,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647595590
feed price disagreement,feed US2 prices this at $6.99 vs $24.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Dark Oak / Multi / 10Pk,,Picture Frame,,,24.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647890502
feed price disagreement,feed US2 prices this at $23.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Mahogany / Multi / 7 Pack,,Picture Frame,,,6.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945620103238
feed price disagreement,feed US2 prices this at $6.99 vs $23.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Oak / Multi / 7PK,,Picture Frame,,,23.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647824966
feed price disagreement,feed US2 prices this at $25.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Silver / Multi / 10 Pack,,Picture Frame,,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945619808326
feed price disagreement,feed US2 prices this at $13.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Walnut / 11x14 / 2Pk,11x14,Picture Frame,,,6.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647693894
feed price disagreement,feed US2 prices this at $23.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat Walnut / Multi / 7PK,,Picture Frame,,,6.99,no,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647857734
feed price disagreement,feed US2 prices this at $13.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat White / 11x14 / 2Pk,11x14,Picture Frame,,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945647726662
feed price disagreement,feed US2 prices this at $23.99 vs $6.99 -- verify before quoting a price,Signature Matted Picture Frame | Americanflat White / Multi / 7 Pack,,Picture Frame,,,6.99,yes,https://americanflat.com/products/americanflat-picture-frame-includes-mat-classic-molding-signature-collection,shopify_US_8423992066118_45945620070470
feed price disagreement,feed US2 prices this at $18.99 vs $19.99 -- verify before quoting a price,Square Picture Frame | 12x12 with 10x10 Mat | Natural Oak | Gallery Wall Display,12x12,Picture Frame,00810131994426,,19.99,yes,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860539011142
feed price disagreement,feed US2 prices this at $11.99 vs $18.99 -- verify before quoting a price,Square Picture Frame | 9x9 with 6x6 Mat | Gold | Tabletop and Wall Photo Frame,9x9,Picture Frame,00810131994075,,18.99,no,https://americanflat.com/products/hudson-picture-frame,shopify_US_8337697505350_44860537667654
feed price disagreement,feed US2 prices this at $12.99 vs $8.49 -- verify before quoting a price,Streamline Matted Picture Frame | Americanflat 11x14 with 2x3 Mat / Black / 1 Pack,11x14,Picture Frame,00198301386876,,8.49,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45214663180358
feed price disagreement,feed US2 prices this at $58.99 vs $12.99 -- verify before quoting a price,Streamline Matted Picture Frame | Americanflat 16x16 matted to 5x7 / Black / 3Set,16x16,Picture Frame,00198301388399,,12.99,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45239836147782
feed price disagreement,feed US2 prices this at $8.49 vs $29.99 -- verify before quoting a price,Streamline Matted Picture Frame | Americanflat 20x20 with 8x10 Mat / Silver / 1 Pack,20x20,Picture Frame,00810131998196,,29.99,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45214662361158
feed price disagreement,feed US2 prices this at $8.49 vs $12.99 -- verify before quoting a price,Streamline Matted Picture Frame | Americanflat 20x26 with 11x14 Mat / Gold / 1 Pack,20x26,Picture Frame,00810131998233,,12.99,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45214662426694
feed price disagreement,feed US2 prices this at $34.99 vs $12.99 -- verify before quoting a price,Streamline Matted Picture Frame | Americanflat 24x24 with 11x14 Mat / Gold / 1 Pack,24x24,Picture Frame,00810131998288,,12.99,no,https://americanflat.com/products/picture-frame-includes-mat-slim-molding-streamline-collection,shopify_US_8423983349830_45214662524998
feed stock disagreement,feed US2 says 'out of stock' but feed US says 'in stock' -- verify stock before promising it,12x12 | Canvas Floating Frame | Black | Modern - Premium Quality,12x12,Flag & Windsock Accessories,00198301200561,,18.99,yes,https://americanflat.com/products/canvas-floating-frame-without-mat,shopify_US_7976733933638_43893440053318
feed stock disagreement,feed US2 says 'out of stock' but feed US says 'in stock' -- verify stock before promising it,"14"" | Floating Shelves for Wall | Black | Set of 3 | Modern - Premium Quality",,Wall Shelf,00758381223821,,32.99,yes,https://americanflat.com/products/floating-shelves-set-of-3-14-in-lipped-ledge,shopify_US_7975227883590_43881616834630
feed stock disagreement,feed US2 says 'out of stock' but feed US says 'in stock' -- verify stock before promising it,16x20 | Canvas Floating Frame | Black | Modern - Premium Quality,16x20,Flag & Windsock Accessories,00198301200592,,19.99,yes,https://americanflat.com/products/canvas-floating-frame-without-mat,shopify_US_7976733933638_43893440118854
feed stock disagreement,feed US2 says 'out of stock' but feed US says 'in stock' -- verify stock before promising it,5x7 | Picture Frame | Modern - Premium Quality,5x7,Picture Frame,00810029110327,,15.99,yes,https://americanflat.com/products/americanflat-acrylic-picture-frame,shopify_US_4774453968966_39287155523654
feed stock disagreement,feed US2 says 'out of stock' but feed US says 'in stock' -- verify stock before promising it,6x8 | Picture Frame | Modern - Premium Quality,6x8,Picture Frame,00810029110341,,9.99,yes,https://americanflat.com/products/americanflat-acrylic-picture-frame,shopify_US_4774453968966_39287155556422
feed stock disagreement,feed US2 says 'in stock' but feed US says 'out of stock' -- verify stock before promising it,A3 Picture Frame | 11.7x16.5 | 2 Pack | Black | Tabletop and Wall Photo Frame,11.7x16.5,Picture Frame,00810029117500,,24.99,no,https://americanflat.com/products/a-sized-picture-frame-composite-wood-with-polished-plexiglass-horizontal-and-vertical-formats-for-wall-a2-a3-a4-a5-sizes,shopify_US_8419378888774_45147786412102
feed stock disagreement,feed US2 says 'out of stock' but feed US says 'in stock' -- verify stock before promising it,A5 Picture Frame | 5.8x8.3 | White | Signature Collection Gallery Wall Decor Art,5.8x8.3,Picture Frame,00810029116541,,11.99,yes,https://americanflat.com/products/a-sized-picture-frame-composite-wood-with-polished-plexiglass-horizontal-and-vertical-formats-for-wall-a2-a3-a4-a5-sizes,shopify_US_8419378888774_45147785658438
feed stock disagreement,feed US2 says 'in stock' but feed US says 'out of stock' -- verify stock before promising it,"Americanflat Collage Frame, Set of 4 5x7 / Rustic Lodge",5x7,Picture Frame,00810131991630,,19.99,no,https://americanflat.com/products/collage-picture-frame-set-of-4-shatter-resistant-with-mat-multi-wood-finish-americanflatcollage-picture-frame-set-of-4-shatter-resistant-with-mat-multi-wood-finish,shopify_US_7972754587718_43873795080262
